Driver,Start,Mid Race,Finish,High Pos.,Low Pos.,Avg. Pos.,Pass Diff.,Green Flag Passes,Green Flag Times Passed,Quality Passes,Pct. Quality Passes,Fastest Lap,Top 15 Laps,Pct. Top 15 Laps,Laps Led,Pct. Laps Led,Total Laps,DRIVER RATING,race_name,year,race_num
Kenny Wallace,27,23,21,19,42,25,-8,19,27,0,0.0,0,0,0.0,0,0.0,501,46.6,2007_Food_City_500,2007,5
Bobby Labonte,28,25,22,21,37,27,16,32,16,0,0.0,0,0,0.0,0,0.0,501,49.1,2007_Food_City_500,2007,5
Dave Blaney,7,28,23,7,29,19,-2,26,28,14,53.8,4,170,33.7,0,0.0,501,76.0,2007_Food_City_500,2007,5
Tony Raines,17,33,24,16,36,29,-6,16,22,0,0.0,3,0,0.0,0,0.0,501,57.9,2007_Food_City_500,2007,5
Regan Smith,12,31,25,11,40,28,-5,20,25,3,15.0,1,7,1.4,0,0.0,501,53.9,2007_Food_City_500,2007,5
David Ragan,41,32,26,9,42,29,7,25,18,0,0.0,0,1,0.2,0,0.0,501,44.6,2007_Food_City_500,2007,5
Elliott Sadler,3,29,27,1,35,17,-20,18,38,12,66.7,21,246,48.8,5,1.0,500,101.0,2007_Food_City_500,2007,5
Ken Schrader,15,30,28,14,36,26,-4,17,21,2,11.8,0,43,8.5,0,0.0,500,52.9,2007_Food_City_500,2007,5
Kurt Busch,42,36,29,1,42,26,-26,21,47,6,28.6,11,99,19.6,10,2.0,499,67.4,2007_Food_City_500,2007,5
Sterling Marlin,21,26,30,21,38,29,-21,16,37,0,0.0,0,0,0.0,0,0.0,499,40.5,2007_Food_City_500,2007,5
Scott Riggs,8,37,31,4,40,29,-24,12,36,7,58.3,16,103,20.4,0,0.0,498,85.6,2007_Food_City_500,2007,5
Juan Pablo Montoya,36,35,32,31,43,35,5,18,13,0,0.0,1,0,0.0,0,0.0,497,40.2,2007_Food_City_500,2007,5
Robby Gordon,34,34,33,31,38,34,-4,14,18,0,0.0,0,0,0.0,0,0.0,493,36.0,2007_Food_City_500,2007,5
Jeremy Mayfield,23,38,34,1,38,32,-20,19,39,0,0.0,4,2,0.4,1,0.2,486,39.0,2007_Food_City_500,2007,5
Tony Stewart,4,1,35,1,38,16,-12,12,24,9,75.0,54,289,57.3,257,51.0,479,114.4,2007_Food_City_500,2007,5
J.J. Yeley,37,39,36,1,40,33,0,18,18,1,5.6,6,70,13.9,9,1.8,475,51.9,2007_Food_City_500,2007,5
"Martin Truex, Jr.",13,17,37,12,38,26,-18,23,41,7,30.4,10,110,21.8,0,0.0,475,53.7,2007_Food_City_500,2007,5
Ricky Rudd,24,27,38,19,38,28,-6,29,35,0,0.0,3,0,0.0,0,0.0,453,39.6,2007_Food_City_500,2007,5
Ryan Newman,22,24,39,15,40,32,-1,24,25,0,0.0,11,1,0.2,0,0.0,449,53.9,2007_Food_City_500,2007,5
A.J. Allmendinger,43,40,40,29,43,40,0,3,3,0,0.0,0,0,0.0,0,0.0,413,27.0,2007_Food_City_500,2007,5
David Gilliland,35,41,41,35,42,41,-6,1,7,0,0.0,0,0,0.0,0,0.0,48,30.9,2007_Food_City_500,2007,5
Dale Jarrett,30,42,42,29,42,41,1,9,8,0,0.0,0,0,0.0,0,0.0,42,33.9,2007_Food_City_500,2007,5
Reed Sorenson,39,43,43,35,43,43,4,5,1,0,0.0,0,0,0.0,0,0.0,21,26.3,2007_Food_City_500,2007,5
Jimmie Johnson,20,3,1,1,20,6,20,24,4,18,75.0,31,481,96.2,113,22.6,500,122.0,2007_Goody's_Cool_Orange_500,2007,6
Jeff Gordon,3,15,2,1,15,4,13,30,17,30,100.0,82,500,100.0,92,18.4,500,127.4,2007_Goody's_Cool_Orange_500,2007,6
Denny Hamlin,1,14,3,1,16,4,10,19,9,19,100.0,42,497,99.4,125,25.0,500,122.2,2007_Goody's_Cool_Orange_500,2007,6
Kyle Busch,14,5,4,1,20,8,16,27,11,22,81.5,14,458,91.6,10,2.0,500,105.7,2007_Goody's_Cool_Orange_500,2007,6
"Dale Earnhardt, Jr.",8,1,5,1,11,4,6,15,9,15,100.0,97,500,100.0,137,27.4,500,133.1,2007_Goody's_Cool_Orange_500,2007,6
Jeff Burton,19,9,6,6,28,13,18,35,17,22,62.9,12,359,71.8,0,0.0,500,94.0,2007_Goody's_Cool_Orange_500,2007,6
Tony Stewart,7,2,7,1,13,5,10,18,8,18,100.0,25,500,100.0,11,2.2,500,109.9,2007_Goody's_Cool_Orange_500,2007,6
Scott Riggs,26,13,8,8,27,18,-14,32,46,10,31.3,7,118,23.6,0,0.0,500,75.5,2007_Goody's_Cool_Orange_500,2007,6
Jamie McMurray,2,6,9,1,14,7,-3,12,15,12,100.0,9,500,100.0,0,0.0,500,102.9,2007_Goody's_Cool_Orange_500,2007,6
Matt Kenseth,33,21,10,1,35,20,9,39,30,5,12.8,0,125,25.0,1,0.2,500,72.5,2007_Goody's_Cool_Orange_500,2007,6
Clint Bowyer,21,8,11,2,24,12,19,39,20,23,59.0,11,346,69.2,0,0.0,500,94.8,2007_Goody's_Cool_Orange_500,2007,6
Kurt Busch,12,7,12,6,18,11,8,31,23,27,87.1,9,430,86.0,0,0.0,500,94.1,2007_Goody's_Cool_Orange_500,2007,6
Ricky Rudd,17,10,13,6,20,12,-13,19,32,14,73.7,0,443,88.6,0,0.0,500,88.5,2007_Goody's_Cool_Orange_500,2007,6
Ryan Newman,24,12,14,8,30,17,12,34,22,10,29.4,3,245,49.0,0,0.0,500,79.0,2007_Goody's_Cool_Orange_500,2007,6
David Ragan,27,25,15,8,34,22,7,38,31,3,7.9,3,104,20.8,0,0.0,500,69.9,2007_Goody's_Cool_Orange_500,2007,6
Juan Pablo Montoya,23,20,16,8,33,19,12,45,33,8,17.8,1,101,20.2,0,0.0,500,67.0,2007_Goody's_Cool_Orange_500,2007,6
Carl Edwards,9,17,17,7,22,14,0,26,26,16,61.5,1,288,57.6,0,0.0,500,81.9,2007_Goody's_Cool_Orange_500,2007,6
Reed Sorenson,28,26,18,16,28,22,17,47,30,0,0.0,0,0,0.0,0,0.0,500,65.9,2007_Goody's_Cool_Orange_500,2007,6
Ken Schrader,4,11,19,4,23,15,-22,25,47,10,40.0,5,312,62.4,0,0.0,500,76.5,2007_Goody's_Cool_Orange_500,2007,6
Tony Raines,11,18,20,6,23,17,5,29,24,18,62.1,5,176,35.2,0,0.0,500,70.8,2007_Goody's_Cool_Orange_500,2007,6
Sterling Marlin,37,24,21,19,38,26,4,27,23,0,0.0,1,0,0.0,0,0.0,500,61.3,2007_Goody's_Cool_Orange_500,2007,6
Kyle Petty,42,28,22,20,43,29,13,25,12,0,0.0,0,0,0.0,0,0.0,499,47.1,2007_Goody's_Cool_Orange_500,2007,6
J.J. Yeley,5,23,23,4,31,18,-12,32,44,12,37.5,7,194,38.8,0,0.0,499,77.7,2007_Goody's_Cool_Orange_500,2007,6
Elliott Sadler,18,27,24,1,31,23,-30,22,52,3,13.6,2,79,15.8,10,2.0,498,67.4,2007_Goody's_Cool_Orange_500,2007,6
Kasey Kahne,41,31,25,25,41,30,15,26,11,0,0.0,4,0,0.0,0,0.0,498,55.7,2007_Goody's_Cool_Orange_500,2007,6
Regan Smith,36,32,26,26,36,31,5,17,12,0,0.0,0,0,0.0,0,0.0,498,49.7,2007_Goody's_Cool_Orange_500,2007,6
Joe Nemechek,30,34,27,27,41,34,-7,12,19,0,0.0,1,0,0.0,0,0.0,497,39.4,2007_Goody's_Cool_Orange_500,2007,6
Dale Jarrett,38,29,28,23,40,31,8,19,11,0,0.0,0,0,0.0,0,0.0,496,45.4,2007_Goody's_Cool_Orange_500,2007,6
"Martin Truex, Jr.",15,19,29,1,29,17,-4,18,22,9,50.0,0,207,41.4,1,0.2,496,63.1,2007_Goody's_Cool_Orange_500,2007,6
Mike Bliss,39,36,30,25,39,35,4,15,11,0,0.0,0,0,0.0,0,0.0,493,39.9,2007_Goody's_Cool_Orange_500,2007,6
Johnny Sauter,10,30,31,9,32,27,-23,19,42,9,47.4,0,53,10.6,0,0.0,493,55.6,2007_Goody's_Cool_Orange_500,2007,6
Greg Biffle,34,16,32,14,36,25,12,28,16,4,14.3,4,91,18.2,0,0.0,492,54.1,2007_Goody's_Cool_Orange_500,2007,6
David Reutimann,43,35,33,31,43,36,4,13,9,0,0.0,0,0,0.0,0,0.0,491,30.4,2007_Goody's_Cool_Orange_500,2007,6
Robby Gordon,25,38,34,25,41,36,-9,6,15,0,0.0,0,0,0.0,0,0.0,490,40.0,2007_Goody's_Cool_Orange_500,2007,6
David Stremme,29,37,35,29,38,35,-6,16,22,0,0.0,1,0,0.0,0,0.0,490,42.1,2007_Goody's_Cool_Orange_500,2007,6
Jeff Green,32,39,36,14,39,29,3,19,16,2,10.5,0,34,6.8,0,0.0,487,51.2,2007_Goody's_Cool_Orange_500,2007,6
Dave Blaney,22,41,37,20,41,36,-2,12,14,0,0.0,2,0,0.0,0,0.0,485,46.8,2007_Goody's_Cool_Orange_500,2007,6
A.J. Allmendinger,40,40,38,38,42,40,-4,8,12,0,0.0,1,0,0.0,0,0.0,483,29.3,2007_Goody's_Cool_Orange_500,2007,6
David Gilliland,16,22,39,15,39,24,-25,15,40,1,6.7,0,1,0.2,0,0.0,469,49.0,2007_Goody's_Cool_Orange_500,2007,6
Jeremy Mayfield,13,33,40,9,41,31,-33,13,46,7,53.8,0,71,14.2,0,0.0,451,54.7,2007_Goody's_Cool_Orange_500,2007,6
Kevin Harvick,6,4,41,3,41,20,-34,6,40,5,83.3,13,287,57.4,0,0.0,445,90.6,2007_Goody's_Cool_Orange_500,2007,6
Casey Mears,35,42,42,35,43,42,-7,1,8,0,0.0,1,0,0.0,0,0.0,371,27.4,2007_Goody's_Cool_Orange_500,2007,6
Bobby Labonte,31,43,43,31,43,42,-2,6,8,0,0.0,0,0,0.0,0,0.0,265,30.5,2007_Goody's_Cool_Orange_500,2007,6
Jeff Burton,2,5,1,1,9,4,3,23,20,23,100.0,27,334,100.0,1,0.3,334,126.8,2007_Samsung_500,2007,7
Matt Kenseth,4,8,2,1,28,6,-6,49,55,31,63.3,8,328,98.2,16,4.8,334,114.1,2007_Samsung_500,2007,7
Mark Martin,6,13,3,2,32,9,-1,50,51,31,62.0,2,324,97.0,0,0.0,334,105.9,2007_Samsung_500,2007,7
Jeff Gordon,1,2,4,1,16,2,3,38,35,38,100.0,65,334,100.0,173,51.8,334,136.3,2007_Samsung_500,2007,7
Jamie McMurray,13,17,5,5,25,13,-3,49,52,29,59.2,4,180,53.9,0,0.0,334,88.5,2007_Samsung_500,2007,7
Greg Biffle,21,9,6,2,23,10,14,54,40,42,77.8,4,313,93.7,0,0.0,334,96.0,2007_Samsung_500,2007,7
"Martin Truex, Jr.",24,11,7,7,25,12,11,65,54,45,69.2,5,270,80.8,0,0.0,334,90.2,2007_Samsung_500,2007,7
Juan Pablo Montoya,16,10,8,4,22,12,15,74,59,61,82.4,15,275,82.3,0,0.0,334,91.2,2007_Samsung_500,2007,7
Denny Hamlin,7,22,9,3,36,17,-9,66,75,28,42.4,18,152,45.5,0,0.0,334,98.3,2007_Samsung_500,2007,7
David Stremme,14,14,10,3,17,11,-2,49,51,47,95.9,2,324,97.0,0,0.0,334,90.4,2007_Samsung_500,2007,7
Kurt Busch,17,4,11,1,31,7,2,66,64,48,72.7,28,323,96.7,42,12.6,334,109.0,2007_Samsung_500,2007,7
Carl Edwards,10,15,12,5,31,11,-6,61,67,40,65.6,6,331,99.1,0,0.0,334,88.3,2007_Samsung_500,2007,7
Tony Raines,27,16,13,2,26,16,-1,47,48,24,51.1,0,168,50.3,0,0.0,334,76.7,2007_Samsung_500,2007,7
Brian Vickers,36,28,14,1,36,18,24,78,54,25,32.1,2,117,35.0,2,0.6,334,72.5,2007_Samsung_500,2007,7
Paul Menard,42,20,15,4,42,20,16,65,49,25,38.5,0,50,15.0,0,0.0,333,72.8,2007_Samsung_500,2007,7
Clint Bowyer,8,23,16,7,34,22,-9,42,51,3,7.1,0,52,15.6,0,0.0,333,72.2,2007_Samsung_500,2007,7
Elliott Sadler,15,18,17,1,34,21,-10,44,54,5,11.4,0,13,3.9,1,0.3,333,61.5,2007_Samsung_500,2007,7
Joe Nemechek,25,21,18,14,30,21,-5,34,39,3,8.8,0,1,0.3,0,0.0,333,66.9,2007_Samsung_500,2007,7
David Gilliland,30,19,19,11,30,20,7,58,51,10,17.2,5,25,7.5,0,0.0,332,73.9,2007_Samsung_500,2007,7
Kasey Kahne,34,30,20,20,36,28,-6,47,53,0,0.0,0,0,0.0,0,0.0,332,51.3,2007_Samsung_500,2007,7
Dave Blaney,40,25,21,15,40,25,13,53,40,0,0.0,0,1,0.3,0,0.0,332,57.4,2007_Samsung_500,2007,7
Johnny Sauter,35,24,22,3,38,23,9,57,48,13,22.8,0,3,0.9,0,0.0,332,59.6,2007_Samsung_500,2007,7
Casey Mears,33,26,23,6,41,26,19,66,47,13,19.7,0,2,0.6,0,0.0,332,57.1,2007_Samsung_500,2007,7
Robby Gordon,23,31,24,1,42,28,-9,41,50,0,0.0,1,4,1.2,1,0.3,332,47.2,2007_Samsung_500,2007,7
Tony Stewart,9,12,25,3,28,13,-6,46,52,42,91.3,4,243,72.8,0,0.0,332,84.8,2007_Samsung_500,2007,7
Jeff Green,31,29,26,7,33,28,0,72,72,11,15.3,0,1,0.3,0,0.0,332,50.0,2007_Samsung_500,2007,7
Scott Riggs,39,35,27,27,41,33,3,20,17,0,0.0,2,0,0.0,0,0.0,331,43.0,2007_Samsung_500,2007,7
Bobby Labonte,22,32,28,18,41,31,-14,33,47,0,0.0,1,0,0.0,0,0.0,331,61.5,2007_Samsung_500,2007,7
Kevin Harvick,11,27,29,8,32,25,-19,44,63,2,4.5,5,16,4.8,0,0.0,331,57.0,2007_Samsung_500,2007,7
Dale Jarrett,37,33,30,19,43,33,-6,30,36,0,0.0,0,0,0.0,0,0.0,331,42.1,2007_Samsung_500,2007,7
Ken Schrader,38,34,31,28,40,34,8,29,21,0,0.0,0,0,0.0,0,0.0,331,37.1,2007_Samsung_500,2007,7
Ryan Newman,20,36,32,19,41,32,5,35,30,0,0.0,0,0,0.0,0,0.0,330,48.2,2007_Samsung_500,2007,7
Ricky Rudd,29,37,33,24,41,37,5,16,11,0,0.0,0,0,0.0,0,0.0,321,31.4,2007_Samsung_500,2007,7
Sterling Marlin,28,38,34,26,38,34,-14,28,42,0,0.0,0,0,0.0,0,0.0,304,38.5,2007_Samsung_500,2007,7
Kyle Petty,32,39,35,28,41,38,3,20,17,0,0.0,0,0,0.0,0,0.0,291,39.5,2007_Samsung_500,2007,7
"Dale Earnhardt, Jr.",12,1,36,1,36,9,-12,20,32,20,100.0,52,287,85.9,96,28.7,288,102.8,2007_Samsung_500,2007,7
Kyle Busch,5,6,37,2,42,18,18,56,38,34,60.7,10,169,50.6,0,0.0,262,76.8,2007_Samsung_500,2007,7
Jimmie Johnson,3,3,38,2,38,12,-13,30,43,30,100.0,14,238,71.3,0,0.0,260,94.9,2007_Samsung_500,2007,7
David Ragan,19,40,39,17,43,41,0,3,3,0,0.0,0,0,0.0,0,0.0,239,28.0,2007_Samsung_500,2007,7
Reed Sorenson,26,7,40,1,40,24,-15,46,61,30,65.2,14,126,37.7,2,0.6,197,69.4,2007_Samsung_500,2007,7
Mike Bliss,41,41,41,29,41,40,-3,11,14,0,0.0,0,0,0.0,0,0.0,42,35.9,2007_Samsung_500,2007,7
Kenny Wallace,43,42,42,34,42,41,-9,4,13,0,0.0,0,0,0.0,0,0.0,38,26.3,2007_Samsung_500,2007,7
J.J. Yeley,18,43,43,17,43,43,0,2,2,0,0.0,0,0,0.0,0,0.0,1,28.0,2007_Samsung_500,2007,7
Jeff Gordon,1,3,1,1,17,2,-7,4,11,4,100.0,33,310,99.4,53,17.0,312,133.2,2007_Subway_Fresh_Fit_500,2007,8
Tony Stewart,9,1,2,1,10,4,7,13,6,13,100.0,37,312,100.0,132,42.3,312,130.4,2007_Subway_Fresh_Fit_500,2007,8
Denny Hamlin,3,13,3,1,31,8,29,39,10,21,53.8,48,273,87.5,70,22.4,312,112.2,2007_Subway_Fresh_Fit_500,2007,8
Jimmie Johnson,5,4,4,2,7,3,5,15,10,15,100.0,37,312,100.0,0,0.0,312,122.8,2007_Subway_Fresh_Fit_500,2007,8
Matt Kenseth,17,5,5,2,18,7,6,17,11,15,88.2,17,311,99.7,0,0.0,312,107.9,2007_Subway_Fresh_Fit_500,2007,8
Jeff Green,14,15,6,5,17,13,6,36,30,28,77.8,7,271,86.9,0,0.0,312,92.7,2007_Subway_Fresh_Fit_500,2007,8
Kyle Busch,24,10,7,5,25,11,16,35,19,18,51.4,8,264,84.6,0,0.0,312,93.5,2007_Subway_Fresh_Fit_500,2007,8
Bobby Labonte,26,16,8,7,26,16,18,33,15,13,39.4,1,192,61.5,0,0.0,312,84.6,2007_Subway_Fresh_Fit_500,2007,8
Johnny Sauter,42,20,9,9,41,20,20,45,25,6,13.3,0,33,10.6,0,0.0,312,76.5,2007_Subway_Fresh_Fit_500,2007,8
Kevin Harvick,8,2,10,1,11,5,-5,16,21,16,100.0,19,312,100.0,54,17.3,312,110.2,2007_Subway_Fresh_Fit_500,2007,8
Carl Edwards,28,12,11,8,32,15,0,30,30,16,53.3,8,199,63.8,0,0.0,312,82.7,2007_Subway_Fresh_Fit_500,2007,8
Mark Martin,20,19,12,11,21,17,0,14,14,3,21.4,1,81,26.0,0,0.0,312,79.1,2007_Subway_Fresh_Fit_500,2007,8
Jeff Burton,31,14,13,9,31,15,17,33,16,15,45.5,2,213,68.3,0,0.0,312,83.1,2007_Subway_Fresh_Fit_500,2007,8
Tony Raines,23,17,14,10,24,18,8,30,22,1,3.3,0,30,9.6,0,0.0,312,74.4,2007_Subway_Fresh_Fit_500,2007,8
Reed Sorenson,27,23,15,12,30,22,8,26,18,1,3.8,0,13,4.2,0,0.0,312,68.6,2007_Subway_Fresh_Fit_500,2007,8
Joe Nemechek,16,21,16,1,40,24,2,50,48,2,4.0,0,2,0.6,1,0.3,312,61.6,2007_Subway_Fresh_Fit_500,2007,8
Greg Biffle,18,22,17,14,37,23,4,33,29,0,0.0,1,18,5.8,0,0.0,312,64.6,2007_Subway_Fresh_Fit_500,2007,8
Kurt Busch,6,7,18,3,20,7,-14,10,24,10,100.0,26,282,90.4,0,0.0,312,102.6,2007_Subway_Fresh_Fit_500,2007,8
"Dale Earnhardt, Jr.",15,8,19,6,26,10,-7,19,26,14,73.7,2,278,89.1,0,0.0,312,89.7,2007_Subway_Fresh_Fit_500,2007,8
"Martin Truex, Jr.",7,6,20,4,31,8,-16,12,28,9,75.0,4,274,87.8,0,0.0,311,92.4,2007_Subway_Fresh_Fit_500,2007,8
J.J. Yeley,22,18,21,12,30,19,21,42,21,6,14.3,1,53,17.0,0,0.0,311,69.1,2007_Subway_Fresh_Fit_500,2007,8
Clint Bowyer,12,11,22,8,24,14,-14,12,26,9,75.0,5,227,72.8,0,0.0,311,79.8,2007_Subway_Fresh_Fit_500,2007,8
Jamie McMurray,2,30,23,1,40,27,-19,22,41,1,4.5,0,38,12.2,0,0.0,310,83.4,2007_Subway_Fresh_Fit_500,2007,8
Robby Gordon,38,24,24,20,36,27,5,28,23,0,0.0,1,0,0.0,0,0.0,310,52.9,2007_Subway_Fresh_Fit_500,2007,8
Paul Menard,33,32,25,25,40,32,-1,35,36,0,0.0,0,0,0.0,0,0.0,310,42.4,2007_Subway_Fresh_Fit_500,2007,8
Ricky Rudd,39,27,26,22,40,27,1,42,41,0,0.0,0,0,0.0,0,0.0,310,50.7,2007_Subway_Fresh_Fit_500,2007,8
Sterling Marlin,37,26,27,1,37,26,3,26,23,0,0.0,0,1,0.3,1,0.3,309,53.8,2007_Subway_Fresh_Fit_500,2007,8
Ken Schrader,34,31,28,19,42,33,14,27,13,0,0.0,0,0,0.0,0,0.0,309,40.1,2007_Subway_Fresh_Fit_500,2007,8
Dale Jarrett,43,33,29,28,43,35,8,13,5,0,0.0,0,0,0.0,0,0.0,309,36.0,2007_Subway_Fresh_Fit_500,2007,8
Kyle Petty,40,29,30,1,42,31,-1,21,22,0,0.0,0,2,0.6,1,0.3,309,43.5,2007_Subway_Fresh_Fit_500,2007,8
Kasey Kahne,10,34,31,9,35,29,-25,23,48,3,13.0,0,14,4.5,0,0.0,309,49.8,2007_Subway_Fresh_Fit_500,2007,8
David Reutimann,25,35,32,25,36,33,-10,8,18,0,0.0,0,0,0.0,0,0.0,309,40.0,2007_Subway_Fresh_Fit_500,2007,8
Juan Pablo Montoya,36,28,33,16,35,28,-12,27,39,0,0.0,0,0,0.0,0,0.0,309,44.7,2007_Subway_Fresh_Fit_500,2007,8
Elliott Sadler,21,38,34,16,38,35,-16,26,42,0,0.0,0,0,0.0,0,0.0,308,41.9,2007_Subway_Fresh_Fit_500,2007,8
David Gilliland,30,36,35,29,40,37,-9,13,22,0,0.0,0,0,0.0,0,0.0,308,32.4,2007_Subway_Fresh_Fit_500,2007,8
Ward Burton,35,37,36,30,39,36,-2,16,18,0,0.0,1,0,0.0,0,0.0,305,37.6,2007_Subway_Fresh_Fit_500,2007,8
Casey Mears,13,40,37,8,41,36,4,13,9,10,76.9,0,42,13.5,0,0.0,303,53.2,2007_Subway_Fresh_Fit_500,2007,8
Ryan Newman,19,9,38,5,38,11,5,26,21,21,80.8,12,272,87.2,0,0.0,301,78.8,2007_Subway_Fresh_Fit_500,2007,8
Dave Blaney,11,25,39,11,39,24,-12,17,29,4,23.5,0,11,3.5,0,0.0,281,55.2,2007_Subway_Fresh_Fit_500,2007,8
Kenny Wallace,29,39,40,29,40,36,-13,16,29,0,0.0,2,0,0.0,0,0.0,279,40.7,2007_Subway_Fresh_Fit_500,2007,8
David Ragan,32,41,41,32,42,41,-8,6,14,0,0.0,0,0,0.0,0,0.0,264,26.8,2007_Subway_Fresh_Fit_500,2007,8
Scott Riggs,4,43,42,4,43,38,-14,5,19,4,80.0,0,40,12.8,0,0.0,250,62.1,2007_Subway_Fresh_Fit_500,2007,8
David Stremme,41,42,43,38,43,42,-2,12,14,0,0.0,0,0,0.0,0,0.0,248,23.4,2007_Subway_Fresh_Fit_500,2007,8
Jeff Gordon,1,3,1,1,26,7,33,277,244,214,77.3,3,161,83.9,71,37.0,192,126.6,2007_Aaron's_499,2007,9
Jimmie Johnson,8,1,2,1,32,8,45,368,323,320,87.0,1,161,83.9,12,6.3,192,117.2,2007_Aaron's_499,2007,9
Kurt Busch,26,4,3,1,26,10,19,481,462,408,84.8,2,164,85.4,7,3.6,192,107.3,2007_Aaron's_499,2007,9
David Gilliland,2,10,4,2,38,15,6,620,614,334,53.9,2,102,53.1,0,0.0,192,94.4,2007_Aaron's_499,2007,9
Jamie McMurray,25,7,5,1,39,14,-8,490,498,220,44.9,2,114,59.4,2,1.0,192,102.2,2007_Aaron's_499,2007,9
Kevin Harvick,41,16,6,3,41,15,47,618,571,285,46.1,6,112,58.3,0,0.0,192,85.5,2007_Aaron's_499,2007,9
"Dale Earnhardt, Jr.",36,12,7,1,40,18,-4,444,448,127,28.6,10,84,43.8,2,1.0,192,78.8,2007_Aaron's_499,2007,9
David Stremme,20,22,8,1,42,19,46,460,414,107,23.3,6,78,40.6,1,0.5,192,73.9,2007_Aaron's_499,2007,9
Ryan Newman,28,11,9,2,30,13,18,563,545,398,70.7,1,136,70.8,0,0.0,192,89.6,2007_Aaron's_499,2007,9
"Martin Truex, Jr.",37,9,10,3,41,17,22,568,546,151,26.6,1,74,38.5,0,0.0,192,81.5,2007_Aaron's_499,2007,9
Scott Riggs,9,31,11,9,41,28,-12,254,266,39,15.4,12,16,8.3,0,0.0,192,63.1,2007_Aaron's_499,2007,9
Kasey Kahne,30,2,12,1,32,15,9,553,544,324,58.6,3,106,55.2,5,2.6,192,84.2,2007_Aaron's_499,2007,9
Jeff Green,34,18,13,1,32,14,5,588,583,313,53.2,3,107,55.7,3,1.6,192,83.6,2007_Aaron's_499,2007,9
Matt Kenseth,17,20,14,1,38,16,24,433,409,305,70.4,6,99,51.6,3,1.6,192,74.6,2007_Aaron's_499,2007,9
Elliott Sadler,39,25,15,1,39,18,3,537,534,211,39.3,3,84,43.8,1,0.5,192,70.1,2007_Aaron's_499,2007,9
Sterling Marlin,4,15,16,1,32,14,-26,498,524,281,56.4,3,98,51.0,16,8.3,192,95.9,2007_Aaron's_499,2007,9
David Ragan,10,23,17,1,39,18,-56,444,500,223,50.2,2,87,45.3,2,1.0,192,75.1,2007_Aaron's_499,2007,9
Kyle Petty,23,32,18,13,41,29,-29,194,223,8,4.1,7,3,1.6,0,0.0,192,58.5,2007_Aaron's_499,2007,9
J.J. Yeley,31,13,19,5,41,24,3,527,524,126,23.9,2,32,16.7,0,0.0,192,62.8,2007_Aaron's_499,2007,9
Bobby Labonte,35,38,20,10,41,34,-2,115,117,14,12.2,3,3,1.6,0,0.0,192,44.5,2007_Aaron's_499,2007,9
Denny Hamlin,3,5,21,1,31,9,7,426,419,299,70.2,1,149,77.6,48,25.0,192,101.9,2007_Aaron's_499,2007,9
Tony Raines,27,27,22,6,41,23,-2,486,488,35,7.2,2,30,15.6,0,0.0,192,52.3,2007_Aaron's_499,2007,9
Jeremy Mayfield,18,21,23,5,37,22,-17,549,566,88,16.0,5,22,11.5,0,0.0,192,54.5,2007_Aaron's_499,2007,9
Regan Smith,22,29,24,1,37,22,-5,425,430,61,14.4,6,45,23.4,1,0.5,192,57.7,2007_Aaron's_499,2007,9
Reed Sorenson,29,33,25,5,42,28,-31,230,261,43,18.7,12,32,16.7,0,0.0,192,48.6,2007_Aaron's_499,2007,9
Kenny Wallace,6,14,26,1,39,22,-37,487,524,97,19.9,3,32,16.7,2,1.0,192,62.1,2007_Aaron's_499,2007,9
Boris Said,11,35,27,1,42,31,-36,139,175,2,1.4,7,3,1.6,1,0.5,191,48.7,2007_Aaron's_499,2007,9
Tony Stewart,32,30,28,1,38,18,39,428,389,265,61.9,3,101,52.6,7,3.6,190,69.0,2007_Aaron's_499,2007,9
Greg Biffle,12,34,29,1,37,18,-17,335,352,244,72.8,3,106,55.2,1,0.5,190,67.5,2007_Aaron's_499,2007,9
Johnny Sauter,21,24,30,2,37,20,6,576,570,187,32.5,5,50,26.0,0,0.0,190,55.4,2007_Aaron's_499,2007,9
Juan Pablo Montoya,24,17,31,4,33,20,-7,601,608,164,27.3,4,53,27.6,0,0.0,187,54.0,2007_Aaron's_499,2007,9
David Reutimann,14,19,32,3,39,16,0,505,505,192,38.0,3,91,47.4,0,0.0,184,67.9,2007_Aaron's_499,2007,9
Ricky Rudd,5,28,33,2,38,24,17,519,502,243,46.8,1,62,32.3,0,0.0,155,66.2,2007_Aaron's_499,2007,9
Jeff Burton,42,8,34,1,41,20,33,458,425,309,67.5,0,98,51.0,2,1.0,151,84.5,2007_Aaron's_499,2007,9
Clint Bowyer,40,39,35,7,39,31,0,329,329,74,22.5,2,15,7.8,0,0.0,147,46.8,2007_Aaron's_499,2007,9
Ward Burton,15,37,36,15,43,36,-25,32,57,0,0.0,2,0,0.0,0,0.0,144,31.8,2007_Aaron's_499,2007,9
Kyle Busch,13,36,37,2,41,28,-5,274,279,120,43.8,12,53,27.6,0,0.0,130,66.6,2007_Aaron's_499,2007,9
Joe Nemechek,33,26,38,4,40,29,13,343,330,84,24.5,1,24,12.5,0,0.0,130,54.9,2007_Aaron's_499,2007,9
Casey Mears,7,6,39,1,39,21,-24,404,428,258,63.9,1,84,43.8,5,2.6,124,90.6,2007_Aaron's_499,2007,9
Dale Jarrett,43,40,40,40,43,40,3,4,1,0,0.0,2,0,0.0,0,0.0,38,25.6,2007_Aaron's_499,2007,9
